rn,id,e_bnb,d_bnb,bnb,e_bnt,d_bnt,bnt,total_net_balance_usdt
842,0008f090c9307ff27d542836bfb51652ec9d22fbad9b9c940244e35e6de5e1de,8.78E-05,0,8.78E-05,0,0,0,4.929760595
843,0009081419e7262a88b3019e1fdd0a488b0a762aa549c0c0e91078a002a7a206,7.78E-06,0,7.78E-06,0,0,0,0.469425263
844,000917c04699c81ca29ee49307c0fd2f86caa471dbd447eec7b52c5df5d5c50c,0.00050472,0,0.00050472,0,0,0,92.93000786
845,00091ba291fb5091098e65650278a1780dcc32bee221884a3b8cb295fa7a797c,0.0035165,0,0.0035165,0,0,0,2106.882507
846,00095161cba253b8757fa604f253fd176e0bc441b09d76bd29054ab0717dd164,5.50E-05,0,5.50E-05,0,0,0,8487.618035
847,00096f5f6c5a2eaad2f94ff3f505eaea3f77ba4e457b16b495e1a5ffd84e7876,0,0,0,0,0,0,35.62236644
848,0009e7a03a5c3c08c1e4d44a2b08f5bdc2819664b4596a76cf1e29ca675bebea,9.63E-05,0,9.63E-05,0,0,0,0.523281405
849,0009ff72eabe1d16968c21232ee87c2f860c95003be59bda6be9ae24574f0830,2.6924214,0,2.6924214,0,0,0,406.5297214
850,000a2b739a37a58ebebf0e680b01e71fc9a86d2bf9c63275bb46b49790cf262c,0,0,0,0,0,0,1608.243402
851,000a50119ed82290da967af491356367a3d8a708b2323421a0c9e588a2f852ae,0.42608056,0,0.42608056,0,0,0,419.8895229
852,000af006d5d8d752a53e691d7fc1ea42be9dc6031e1229a0e3f78687ce8f79de,0,0,0,0,0,0,0.120327008
853,000af55b595f5a177df647af8ddc8429f71bf86aafae23301a612c8e15f23028,8.64E-06,0,8.64E-06,0,0,0,0.002251242
854,000ba4794d858f3fdff9d5841389e4a55f02cb50869b5c535410d98304c75b02,0,0,0,0,0,0,0
855,000bdecbf64fef36826a64b7ab73bb4e09e31086be1299506a10d18f1d144c70,0,0,0,0,0,0,0
856,000c07055aa7e6f8de63b30ff276ed0b063ef0e40e18014f12b7368508639a1a,0,0,0,0,0,0,1.399463395
857,000c30cd21b583282b80f14f8c0591f79fe3d2b1f8847ed606e8eb810c96601c,2.00E-08,0,2.00E-08,0,0,0,12013.28733
858,000cda30d6cd9c5f27783da2d4e14cd814ba3e330c423820c8d4c8aa0cdc8c1a,0.00036978,0,0.00036978,0,0,0,0.094919376
859,000ce864a8b97df87bc711521a210c6245b6c74630fb0c16180414b25b1be124,0,0,0,0,0,0,15.32707463
860,000cfc666d4bb726a5d1e7347ffa91962ff4381439b332ff7de5f5759a0ff12a,2.05580664,0,2.05580664,0,0,0,2198.599618
861,000d5eeaf01d2f341f965bec635c9357f8d0c76bee6013a85393b714954598c4,0.02463732,0,0.02463732,0,0,0,3.201619734
862,000d60c5a5c54a54d8b60468dc19b7fa3fe6c0289036748b5d7fa3ef85b81c7e,0,0,0,0,0,0,0.07832881
863,000d640e8e7d5b7ae7e838d0e59b333c8e7b82ebdaba7cd188856785c4e41a6e,0,0,0,0,0,0,0
864,000ec637c2d694443d3da0d91734401bcbfc00ddd8a7cd9484b91d701b5485ea,0,0,0,0,0,0,389.2698215
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
